求人ID,自社ID,賞与,給与,仕事内容
88328,10065379,京急蒲田駅　徒歩3分★年間休日125日★月給18万3200円～★経験不問★認可保育園★G10065379,"月給 183200円 ～ 
・別途保育士手当　3000円
・施設手当　35000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  残業手当  住宅手当  資格手当  育児休暇あり"
88329,10065375,JR大森駅徒歩7分★年間休日125日★月給18万～★経験不問★認可保育園★G10065375,"月給 183200円 ～ 
別途保育士手当3,000円　施設手当35,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  残業手当  住宅手当  資格手当  育児休暇あり"
88330,10066859,桜街道駅から徒歩13分★認可園での常勤のお仕事★0-2歳児フリーG10066859,"月給 199929円 ～ 307452円
◆基本給：163,700～255,600円 
◆調整手当：21,281～33,228円 
◆特殊業務手当：6,548～10,224円 
◆職員処遇改善手当：8,400円","賞与あり
交通費支給  社会保険完備  賞与  制服貸与  給食あり  育児休暇あり"
88331,10066858,萩山駅から徒歩3分★認可園での常勤のお仕事★0-2歳児フリーG10066858,"月給 199929円 ～ 307452円
◆基本給：163,700～255,600円 
◆調整手当：21,281～33,228円 
◆特殊業務手当：6,548～10,224円 
◆職員処遇改善手当：8,400円","賞与あり
交通費支給  社会保険完備  賞与  制服貸与  給食あり  育児休暇あり"
88332,10065915,"【辻堂駅徒歩5分】即日勤務可能な方☆保育園☆正社員☆認可保育園☆経験者歓迎☆Y10065915","月給 185000円 ～ 230000円
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
88333,10069029,"南区花畑★定員240名の認可保育園★臨時時給1,000円★正社員登用ありF10069029","時給 1000円 ～ 
","
交通費支給  社会保険完備  給食あり"
88334,10064382,【認可保育園】福岡市東区★駅近！定員260名★高待遇♪弊社スタッフ活躍中♪F10064382,"月給 183699円 ～ 209515円
【基本給】168,855円～196,315円
【調整手当】2,300円～5,300円
【長期保育】8,544円～9,900円
【勤続手当】1,000円
【賞与】2回（計3.95月）","賞与あり
交通費支給  社会保険完備  賞与  制服貸与"
88335,10060731,千歳烏山駅★小規模認証保育園★ボーナス3.5ヶ月★月給18万～★年間休日125日★G10060731,"月給 180000円 ～ 210000円
※未経験者は月給170,000円～","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  育児休暇あり"
88336,10063287,浦和美園駅から徒歩10分★認可保育園での正規求人★温かみのある雰囲気★賞与有★日勤のみG10063287,"月給 161500円 ～ 
◆基本給：151,000円
◆職務手当：10,500円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  資格手当"
88337,10063285,浦和美園駅から徒歩10分★認可保育園★温かみのある雰囲気★賞与有★車通勤可♪G10063285,"月給 161500円 ～ 
◆基本給：151,000円
◆職務手当：10,500円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  給食あり  研修制度  資格手当"
88338,10061594,京成曳舟駅より徒歩5分★職員の年齢が幅広く安定しています★アットホームな職場です★G10061594,"月給 176508円 ～ 
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  育児休暇あり  給食あり"
88339,10069004,蒲田駅より徒歩10分★認可保育園★月収20万円以上★賞与実績3.2ヶ月/年G10069004,"月給 200000円 ～ 
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
88340,10061608,蒲田駅より徒歩10分★認可保育園★月収20万円以上★賞与実績3.2ヶ月/年★G10061608,"月給 200000円 ～ 
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
88341,10062083,亀有駅★認可保育園★小規模！3歳児まで★大手企業運営で安定★アットホームな保育園★G10062083,"年収 2429000円 ～ 
月収：173,500円～
基本給：168,500円
資格手当：5,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  育児休暇あり"
88342,10065062,足立区★認可保育園★年休120日★大手企業運営で安定★アットホームな保育園★未経験可G10065062,"月給 185000円 ～ 191000円
◆基本給：180,000円
◆保育士手当：5,000円 
※経験値加算あり","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  育児休暇あり"
88343,10062151,金沢文庫駅バス10分★横浜保育室★小規模★アットホーム★安定企業運営★福利厚生充実★Y10062151,"年収 2429000円 ～ 
月収：173,500円～
基本給：168,500円
資格手当：5,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当"
88344,10062064,高円寺駅徒歩8分★公設民営★園庭も広々★大手企業運営で安定★アットホームな保育園★G10062064,"年収 2429000円 ～ 
月収：173,500円～
基本給：168,500円
資格手当：5,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  育児休暇あり"
88345,10064867,"【中野区】沼袋駅　徒歩5分★大手企業で運営安心★公設民営の園★月給183,000円以上G10064867","月給 183000円 ～ 193000円
月給183,000円～（基本給130,000円、資格手当10,000円、食事手当5,000円、認可手当13,000円、地域手当25,000円）","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  給食あり  研修制度  資格手当"
88346,10068388,新柏駅徒歩10分★2015年4月～★人気のこども園★ぬくもりのある園舎です♪C10068388,"月給 170000円 ～ 180000円
基本給150,000円～160,000円 
資格手当：10,000円 
職務手当：10,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  資格手当"
88347,10062084,品川駅すぐ★小規模認証★大手グループ関連会社の保育園★2014年4月～★福利厚生充実★G10062084,"年収 2429000円 ～ 
月収：173,500円～
基本給：168,500円
資格手当：5,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  育児休暇あり"
88348,10061070,【練馬区】練馬駅　徒歩3分★認可保育園★保育士経験不問♪残業少なめで働きやすい環境！G10061070,"月給 183940円 ～ 220900円
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  給食あり"
88349,10065320,六町駅★月給18万～★経験不問★小規模認証園★海外研修あり★年間休日120日以上G10065320,"月給 185000円 ～ 250000円
住宅手当：5000円、研修手当（半年後から）：5000円別途支給","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり  社員旅行"
88350,10063437,★中野区公設民営★契約社員★園庭も広々★大手企業運営で安定★アットホームな保育園★G10063437,"月給 190000円 ～ 230000円
※勤務時間に応じて給与額差異あり","
交通費支給  社会保険完備  育児休暇あり"
88351,10068118,福岡市早良区★認可保育園★即日スタート★臨時職員★日勤帯のみ！車通勤可★F10068118,"時給 850円 ～ 
","昇給あり
交通費支給  社会保険完備  昇給  給食あり  皆勤手当"
88352,10065952,練馬駅徒歩9分★平成25年オープンの小規模保育園★アットホームな園★時間固定相談可★G10065952,"月給 170000円 ～ 250000円
※経験・能力は加算考慮あり","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  研修制度"
88353,10063372,【新柏駅より徒歩10分★人気の子育て支援センター★日勤のみ】月給17万以上★車通勤可★C10063372,"月給 170000円 ～ 180000円
◆基本給：150,000円～160,000円
◆資格手当：10,000円
◆職務手当：10,000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  資格手当"
88354,10062065,【柏市】柏の葉キャンパス駅より徒歩圏内★賞与4.3ヵ月★安定法人の認可保育園★車通勤可C10062065,"月給 171900円 ～ 
【給与 備考】
月給171,900円～（短大・専門学校卒の場合）
月給186,070円～（4年制大学卒の場合）","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  給食あり  住宅手当"
88355,10065255,大泉学園エリア★平成26年4月オープニング★経験不問★認可★海外研修あり★G10065255,"月給 185000円 ～ 250000円
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
88356,10065250,【練馬区】練馬春日町駅★平成26年4月オープン★月給18万5000円～♪経験不問★G10065250,"月給 185000円 ～ 250000円
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
88357,10065328,日暮里★平成26年7月OPEN★月給18万～★小規模認可園★海外研修★年休120日以上G10065328,"月給 185000円 ～ 250000円
住宅手当：5000円、研修手当（半年後から）：5000円別途支給","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
88358,10065253,西大井駅★平成26年4月オープン★経験不問★認可園★海外研修あり★G10065253,"月給 185000円 ～ 250000円
","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
88359,10065340,荻窪★平成27年4月オープン★経験不問★認可園★海外研修あり★年間休日120日以上G10065340,"月給 185000円 ～ 250000円
・住宅手当：5000円
・研修手当：5000円（半年後から別途支給）","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
88360,10065345,新宿区★平成27年4月オープン★月給18万～★認可園★海外研修★年休120日以上G10065345,"月給 185000円 ～ 250000円
住宅手当：5000円、研修手当（半年後から）：5000円別途支給","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  住宅手当  育児休暇あり"
